season,home,away,actual_margin,home_won,market_margin,sp_margin,fpi_margin,elo_margin,blend_margin
2024,Maryland,UConn,43,True,19.0,29.1,26.459000000000003,19.810171037274987,25.123057012424997
2024,Pittsburgh,Kent State,31,True,23.5,21.5,26.092,14.78865069804731,20.793550232682435
2024,Georgia,Clemson,31,True,10.5,20.7,10.885000000000002,14.799410867661148,15.461470289220381
2024,Florida,Miami,-24,False,-2.5,-0.2999999999999998,-2.327000000000001,3.716609950078082,0.3632033166926938
2024,Texas,Colorado State,52,True,35.0,34.6,37.47,23.926171315330464,31.99872377177682
2024,Syracuse,Ohio,16,True,17.5,-0.30000000000000027,9.933,-4.556550608813422,1.6921497970621922
2024,Massachusetts,Eastern Michigan,-14,False,2.5,-2.6999999999999993,-0.6550000000000011,-2.6631904809079034,-2.0060634936359683
2024,Ohio State,Akron,46,True,49.5,49.3,50.007,30.676411771341442,43.32780392378047
2024,Nebraska,UTEP,33,True,27.5,19.0,17.875,12.03093051175014,16.30197683725005
2024,UTSA,Kennesaw State,12,True,24.0,,,7.379850197547455,7.379850197547455
2024,Northwestern,Miami (OH),7,True,3.5,-4.1,0.9489999999999998,0.5168899028086513,-0.8780366990637828
2024,Indiana,Florida International,24,True,25.5,16.299999999999997,20.992,12.854130567361237,16.71537685578708
2024,Georgia Southern,Boise State,-11,False,-12.5,-8.600000000000001,-10.265,-6.614550747841159,-8.49318358261372
2024,South Carolina,Old Dominion,4,True,20.5,16.9,18.073999999999998,9.76713035881963,14.913710119606542
2024,South Alabama,North Texas,-14,False,6.0,14.3,13.448,13.142250586825119,13.630083528941705
2024,Alabama,Western Kentucky,63,True,34.0,27.6,32.576,19.31625100390833,26.49741700130278
2024,Troy,Nevada,-2,False,7.5,34.3,27.307000000000002,20.386411076202755,27.33113702540092
2024,Houston,UNLV,-20,False,2.25,-6.699999999999999,2.21,1.3293297888059068,-1.0535567370646974
2024,Rice,Sam Houston,-20,False,9.5,6.100000000000001,12.655000000000001,2.276009852758666,7.010336617586223
2024,Texas A&M,Notre Dame,-10,False,2.5,-2.0000000000000018,-2.9160000000000004,-5.009310639399525,-3.3084368797998422
2024,Michigan,Fresno State,20,True,21.0,31.3,33.617999999999995,20.42757107898331,28.44852369299443
2024,Hawai'i,UCLA,-3,False,-13.5,-23.599999999999998,-19.486,-10.689391023116078,-17.92513034103869
2024,Kentucky,Southern Miss,31,True,25.5,27.4,23.999000000000002,16.435050809269498,22.6113502697565
2024,Charlotte,James Madison,-23,False,-7.0,-30.700000000000003,-19.015,-16.739911431857628,-22.15163714395254
2024,Georgia Tech,Georgia State,23,True,20.5,9.6,14.165,7.338690194766899,10.367896731588965
2024,Arizona,New Mexico,22,True,29.0,33.1,28.423000000000002,23.102971259719368,28.208657086573123
2024,Arizona State,Wyoming,41,True,6.5,-5.200000000000001,-2.7589999999999995,-2.4573904670051303,-3.4721301556683772
2024,LSU,USC,-7,False,4.0,9.700000000000001,7.7829999999999995,8.04917041165017,8.510723470550056
2024,Florida State,Boston College,-15,False,16.5,27.799999999999997,27.517,14.87097070360842,23.39599023453614
2025,Kansas State,Iowa State,-3,False,3.0,3.799999999999999,0.9480000000000004,3.0276500724224906,2.5918833574741633
2025,Kansas,Fresno State,24,True,14.0,11.2,14.251000000000001,7.174050183644681,10.87501672788156
2025,Western Kentucky,Sam Houston,17,True,9.5,7.2,1.798,1.5762898054892354,3.5247632684964123
2025,Hawai'i,Stanford,3,True,1.5,-0.20000000000000107,-3.9419999999999993,2.276009852758666,-0.6219967157471115
2025,South Florida,Boise State,27,True,-5.5,-9.899999999999999,-11.965,-5.709030686668955,-9.191343562222984
2025,Rutgers,Ohio,3,True,15.5,6.6000000000000005,7.38,-0.7286703502218308,4.41710988325939
2025,NC State,East Carolina,7,True,13.5,7.4,8.852,6.062730108569703,7.438243369523235
2025,UCF,Jacksonville State,7,True,20.5,6.3,8.696000000000002,-1.263750386369042,4.577416537876987
2025,Akron,Wyoming,-10,False,-5.0,-1.799999999999999,-2.1380000000000017,-1.67535041417459,-1.8711168047248634
2025,Minnesota,Buffalo,13,True,16.5,16.9,22.176000000000002,11.578170481164038,16.884723493721346
2025,Cincinnati,Nebraska,-3,False,-6.0,-5.6,-2.731,-1.1706702111940932,-3.1672234037313642
2025,Wisconsin,Miami (OH),17,True,18.0,4.2,10.633,3.6754499472975275,6.1694833157658415
2025,Wake Forest,Kennesaw State,1,True,18.5,21.900000000000002,19.127,8.738130289305762,16.58837676310192
2025,Charlotte,App State,-23,False,-8.5,-7.200000000000001,-6.734,-6.315670558763436,-6.749890186254479
2025,Michigan State,Western Michigan,17,True,21.5,8.1,9.613,4.292849989005848,7.335283329668616
2025,Baylor,Auburn,-14,False,-1.0,1.4000000000000004,1.9459999999999997,4.580970008469732,2.6423233361565774
2025,Colorado,Georgia Tech,-7,False,-3.5,8.7,7.789000000000001,7.379850197547455,7.956283399182485
2025,Sam Houston,UNLV,-17,False,-9.0,-16.200000000000003,-12.952,-7.715110653302297,-12.289036884434099
2025,San José State,Central Michigan,-2,False,14.5,12.8,12.175,13.595010617411221,12.85667020580374
2025,Maryland,Florida Atlantic,32,True,13.5,11.299999999999999,14.253,8.573490278183542,11.375496759394514
2025,Southern Miss,Mississippi State,-17,False,-14.5,-19.0,-19.404,-8.713710889649452,-15.705903629883148
2025,Ohio State,Texas,7,True,2.0,9.599999999999998,1.216000000000001,7.997250239255775,6.2710834130852575
2025,Tulane,Northwestern,20,True,6.5,16.4,18.07,10.960770439455718,15.143590146485238
2025,Tennessee,Syracuse,19,True,13.5,16.5,16.796,12.247490695266755,15.181163565088918
2025,Purdue,Ball State,31,True,16.5,6.100000000000001,6.665000000000001,2.6464498777836587,5.13714995926122
2025,Kentucky,Toledo,8,True,10.0,10.5,12.524999999999999,5.157210047397498,9.394070015799166
2025,Indiana,Old Dominion,13,True,23.5,28.6,23.572,16.51737081483061,22.89645693827687
2025,Massachusetts,Temple,-32,False,-2.5,0.9000000000000021,3.8939999999999984,3.387329927833644,2.7271099759445483
2025,Penn State,Nevada,35,True,43.5,42.3,30.954,34.99821206329969,36.08407068776656
2025,Georgia,Marshall,38,True,38.5,23.7,21.807000000000002,20.798011104008303,22.10167036800277
2025,Florida State,Alabama,14,True,-13.5,-25.7,-25.344,-13.776391231657684,-21.606797077219227
2025,Virginia,Coastal Carolina,41,True,13.5,4.300000000000001,7.279,4.375169994566958,5.318056664855653
2025,Texas A&M,UTSA,18,True,23.5,17.3,22.378,9.314370328233528,16.330790109411176
2025,Utah State,UTEP,12,True,4.5,14.799999999999999,11.134,10.261050392186286,12.065016797395428
2025,USC,Missouri State,60,True,36.5,,,10.590330414430724,10.590330414430724
2025,Clemson,LSU,-7,False,5.5,-0.09999999999999964,3.753,2.7699298861253228,2.140976628708441
2025,Michigan,New Mexico,17,True,34.5,27.9,21.9,21.497731151277733,23.765910383759245
2025,Ole Miss,Georgia State,56,True,33.5,48.3,33.356,24.214291334794346,35.29009711159812
2025,Texas State,Eastern Michigan,25,True,14.0,21.200000000000003,18.228,16.10577078702506,18.511256929008354
2025,Louisiana,Rice,-2,False,9.5,18.7,10.928,9.437850336575192,13.021950112191732
2025,Fresno State,Georgia Southern,28,True,2.0,0.40000000000000036,1.8570000000000002,2.6876098805642137,1.6482032935214048
2025,Oregon State,California,-19,False,-2.5,-8.2,-8.677,-1.304910389149597,-6.060636796383199
2025,Arizona,Hawai'i,34,True,15.5,10.600000000000001,10.856,7.997250239255775,9.817750079751926
2025,Washington,Colorado State,17,True,22.5,11.3,15.169,11.701650489505704,12.723550163168568
2025,UCLA,Utah,-33,False,-6.5,-6.5,0.2520000000000002,1.2881697860253523,-1.653276737991549
2025,South Carolina,Virginia Tech,13,True,7.5,6.899999999999999,5.981,5.291450225353001,6.057483408451
2025,Miami,Notre Dame,3,True,-2.5,0.20000000000000284,-5.466999999999999,-14.640751290049334,-6.63591709668311
2025,North Carolina,TCU,-34,False,-3.5,-3.3000000000000007,-2.9209999999999994,-2.2515904531023563,-2.8241968177007855
