season,team,conference,off_ppa,off_successRate,off_explosiveness,off_havoc_total,off_lineYards,off_stuffRate,def_ppa,def_successRate,def_explosiveness,def_havoc_total,def_lineYards,def_stuffRate,net_ppa,net_successRate,net_havoc,sp_rating,sp_ranking,sp_off_rating,sp_def_rating,sp_st_rating,ret_percentPPA,ret_usage,recruit_rank,recruit_points,talent,games,wins,losses,win_pct,avg_margin,ats_games,ats_cover_pct
2022,BYU,FBS Independents,0.2755803290202213,0.4549819927971189,1.348203784517309,0.122,3.2768691588785046,0.17289719626168223,0.2460714449746604,0.47613762486126526,1.1578246498043223,0.121,3.4245283018867925,0.12159329140461216,0.029508884045560874,-0.02115563206414639,-0.0010000000000000009,-1.4,72.0,34.3,34.8,-0.8,0.619,0.587,55.0,181.5,415.19,13.0,8.0,5.0,0.6153846153846154,1.8461538461538463,12.0,0.4166666666666667
2022,Ball State,Mid-American,0.10336902960334983,0.4034285714285714,1.135431057132714,0.173,3.235114503816794,0.13994910941475827,0.1548136398169237,0.43193997856377275,1.1530167617562568,0.16,3.233531746031746,0.12301587301587301,-0.05144461021357387,-0.02851140713520134,-0.012999999999999984,-14.9,113.0,16.0,30.1,-0.7,0.37,0.459,97.0,127.25,345.29,12.0,5.0,7.0,0.4166666666666667,-3.6666666666666665,12.0,0.5
2022,Baylor,Big 12,0.20980381950734478,0.4581447963800905,1.2464990152635422,0.131,3.240329218106996,0.1440329218106996,0.17694547704810443,0.4324644549763033,1.1860862533636254,0.173,3.0876126126126127,0.14864864864864866,0.03285834245924035,0.025680341403787166,0.04199999999999998,11.7,30.0,37.6,26.1,0.2,0.209,0.171,37.0,208.03,666.05,13.0,6.0,7.0,0.46153846153846156,5.3076923076923075,13.0,0.5384615384615384
2022,Boise State,Mountain West,0.22616423886582054,0.4349240780911063,1.1985311410987258,0.153,3.3333333333333335,0.1378026070763501,0.0715083852873385,0.34834123222748814,1.2580239771867276,0.172,2.97199124726477,0.14660831509846828,0.15465585357848205,0.08658284586361814,0.01899999999999999,5.7,52.0,24.1,18.5,0.1,0.648,0.635,62.0,174.52,533.92,14.0,10.0,4.0,0.7142857142857143,10.0,14.0,0.46153846153846156
2022,Boston College,ACC,0.08850535995643632,0.3645699614890886,1.3360218398894348,0.226,2.2973941368078177,0.2768729641693811,0.1684177791997858,0.410941475826972,1.2752060079298397,0.184,2.9157142857142855,0.1880952380952381,-0.07991241924334946,-0.04637151433788339,-0.04200000000000001,-14.9,113.0,20.4,33.8,-1.5,0.636,0.597,40.0,202.55,664.63,12.0,3.0,9.0,0.25,-12.583333333333334,12.0,0.3333333333333333
2022,Bowling Green,Mid-American,0.09798344579928206,0.3882646691635456,1.2422054959196405,0.218,3.0367521367521366,0.17094017094017094,0.16870050959976096,0.42312008978675647,1.2998013574057818,0.168,3.1401785714285713,0.140625,-0.0707170638004789,-0.0348554206232109,-0.04999999999999999,-18.1,122.0,23.8,40.6,-1.2,1.038,0.993,109.0,115.82,415.08,13.0,6.0,7.0,0.46153846153846156,-9.076923076923077,13.0,0.3333333333333333
2022,Buffalo,Mid-American,0.13607989032203172,0.41877637130801687,1.1791350453243576,0.185,2.89875,0.15416666666666667,0.13681525366859826,0.3972772277227723,1.393720704097288,0.2,2.998989898989899,0.1994949494949495,-0.0007353633465665421,0.021499143585244573,0.015000000000000013,-9.2,97.0,25.0,35.0,0.8,0.344,0.363,81.0,147.86,370.96,13.0,7.0,6.0,0.5384615384615384,1.8461538461538463,13.0,0.5384615384615384
2022,California,Pac-12,0.1854762503162848,0.3900255754475703,1.3748598313366085,0.162,2.995847750865052,0.1972318339100346,0.19415745620342725,0.4948805460750853,1.0916648551358394,0.13,3.3635922330097086,0.14805825242718446,-0.00868120588714244,-0.10485497062751498,-0.032,-3.0,77.0,23.2,25.9,-0.3,0.211,0.226,59.0,175.53,653.31,12.0,4.0,8.0,0.3333333333333333,-3.9166666666666665,12.0,0.5833333333333334
2022,Central Michigan,Mid-American,0.12155418535839338,0.402187120291616,1.3063924761828007,0.211,3.2059701492537314,0.14676616915422885,0.14969272090736221,0.41127098321342925,1.278560699036645,0.206,2.8867749419953594,0.18097447795823665,-0.028138535548968835,-0.009083862921813235,-0.0050000000000000044,-14.0,111.0,19.0,32.2,-0.8,0.67,0.7,84.0,144.51,384.48,12.0,4.0,8.0,0.3333333333333333,-3.4166666666666665,12.0,0.4166666666666667
2022,Charlotte,Conference USA,0.11171720414023036,0.4400977995110024,1.2671578471821459,0.154,3.1649275362318843,0.17391304347826086,0.3473391457699048,0.4883148831488315,1.3473992979243836,0.124,3.326280623608018,0.15367483296213807,-0.23562194162967448,-0.04821708363782906,-0.03,-16.4,118.0,24.0,39.2,-1.2,0.838,0.916,107.0,117.06,487.24,12.0,3.0,9.0,0.25,-15.0,12.0,0.3333333333333333
2022,Cincinnati,American Athletic,0.19262800963556306,0.40625,1.2921515247031692,0.153,3.0722513089005234,0.13612565445026178,0.06051625984373922,0.3669222343921139,1.2289189157484914,0.187,2.9544,0.162,0.13211174979182383,0.03932776560788609,0.034,13.1,24.0,27.6,16.1,1.5,0.272,0.241,42.0,197.75,650.89,13.0,9.0,4.0,0.6923076923076923,8.615384615384615,12.0,0.18181818181818182
2022,Clemson,ACC,0.175403077414514,0.45356793743890517,1.1330364228483785,0.14,3.2971209213051824,0.1401151631477927,0.05185999835163096,0.3776824034334764,1.22529330753292,0.208,2.5341584158415844,0.2524752475247525,0.12354307906288303,0.07588553400542875,0.06799999999999998,17.6,13.0,34.9,18.5,1.2,0.458,0.621,10.0,260.87,943.0,14.0,11.0,3.0,0.7857142857142857,12.357142857142858,14.0,0.5
2022,Coastal Carolina,Sun Belt,0.2343124562688921,0.45847554038680316,1.2575356366748258,0.14,3.101440329218107,0.1522633744855967,0.24627267909635234,0.4328180737217598,1.4048184361837492,0.181,2.8287128712871286,0.2079207920792079,-0.011960222827460232,0.02565746666504337,0.04099999999999998,0.6,69.0,32.7,30.6,-1.5,0.578,0.623,69.0,165.67,446.58,13.0,9.0,4.0,0.6923076923076923,-2.769230769230769,13.0,0.38461538461538464
2022,Colorado,Pac-12,0.03692832375163835,0.3729281767955801,1.207819043619551,0.215,2.8341880341880343,0.16809116809116809,0.39537370771540187,0.5396825396825397,1.2878569508872892,0.118,3.424945770065076,0.16919739696312364,-0.3584453839637635,-0.16675436288695955,-0.097,-20.4,124.0,24.0,45.0,0.7,0.694,0.717,47.0,192.38,616.28,12.0,1.0,11.0,0.08333333333333333,-29.083333333333332,12.0,0.16666666666666666
2022,Colorado State,Mountain West,0.009098906258832994,0.332398316970547,1.3975812578218612,0.234,2.8902140672782877,0.20795107033639143,0.17005864003029453,0.4313487241798299,1.1700633743547528,0.168,3.1024608501118567,0.15883668903803133,-0.16095973377146153,-0.09895040720928289,-0.066,-22.2,125.0,7.8,29.0,-1.0,0.277,0.422,78.0,152.84,431.38,12.0,3.0,9.0,0.25,-13.75,12.0,0.5
2022,Duke,ACC,0.2456191462841902,0.44340723453908987,1.2836900322153086,0.145,3.4098876404494383,0.12359550561797752,0.1390444934647132,0.4358974358974359,1.1693296374288373,0.184,2.977922077922078,0.17142857142857143,0.106574652819477,0.007509798641653964,0.03900000000000001,5.0,55.0,29.4,24.7,0.3,0.376,0.329,52.0,186.78,603.98,13.0,9.0,4.0,0.6923076923076923,10.76923076923077,13.0,0.6923076923076923
2022,East Carolina,American Athletic,0.26608472742860534,0.4397790055248619,1.3800338789156668,0.159,2.946928746928747,0.24324324324324326,0.21346792060435338,0.44755244755244755,1.2601024553553581,0.158,2.837215189873418,0.20506329113924052,0.05261680682425196,-0.007773442027585675,-0.0010000000000000009,1.1,68.0,31.5,28.7,-1.7,0.747,0.873,85.0,143.29,494.82,13.0,8.0,5.0,0.6153846153846154,5.384615384615385,13.0,0.6153846153846154
2022,Eastern Michigan,Mid-American,0.23995137983650502,0.47163515016685204,1.1436280283626905,0.157,3.248559670781893,0.1419753086419753,0.19818679418790952,0.44180790960451977,1.1241120370117008,0.151,3.4658590308370045,0.08149779735682819,0.041764585648595504,0.02982724056233227,-0.006000000000000005,-7.1,90.0,24.0,32.4,1.3,0.504,0.451,128.0,77.97,404.1,13.0,9.0,4.0,0.6923076923076923,1.3076923076923077,13.0,0.5384615384615384
2022,Florida,SEC,0.2459772971298007,0.4081145584725537,1.4758536493140073,0.126,3.2127753303964757,0.17180616740088106,0.20889004733807895,0.44728079911209767,1.2853725392194266,0.139,3.153861788617886,0.15040650406504066,0.03708724979172176,-0.03916624063954399,0.013000000000000012,10.4,34.0,39.6,29.5,0.3,0.31,0.302,17.0,232.99,856.95,13.0,6.0,7.0,0.46153846153846156,0.6923076923076923,13.0,0.5384615384615384
2022,Florida Atlantic,Conference USA,0.19590580013182068,0.4307334109429569,1.2619439184700556,0.132,3.1729559748427674,0.16142557651991615,0.18851272754521897,0.44168734491315137,1.2729290433878633,0.154,3.2024813895781636,0.1513647642679901,0.007393072586601712,-0.010953933970194452,0.021999999999999992,-7.1,90.0,24.4,30.4,-1.1,0.825,0.746,124.0,94.73,550.51,12.0,5.0,7.0,0.4166666666666667,3.1666666666666665,12.0,0.5
2022,Florida International,Conference USA,0.0443115839812273,0.3763702801461632,1.2567887902071955,0.184,2.919345238095238,0.18452380952380953,0.2504975483270061,0.4649610678531702,1.208955328834059,0.136,3.2021505376344086,0.10967741935483871,-0.2061859643457788,-0.08859078770700701,-0.04799999999999999,-25.5,129.0,18.4,42.3,-1.6,0.444,0.372,,,459.71,12.0,4.0,8.0,0.3333333333333333,-18.583333333333332,12.0,0.4166666666666667
2022,Florida State,ACC,0.33180452556898576,0.48164627363737483,1.3767438758868074,0.15,3.3487704918032786,0.16188524590163936,0.1349709062756362,0.4188235294117647,1.1396488572395183,0.166,3.3349137931034485,0.14439655172413793,0.19683361929334955,0.06282274422561013,0.016000000000000014,13.2,23.0,34.8,20.4,-1.3,0.738,0.598,20.0,229.46,780.76,13.0,10.0,3.0,0.7692307692307693,15.461538461538462,13.0,0.6153846153846154
2022,Fresno State,Mountain West,0.2363588784201124,0.4766050054406964,1.1317816427641145,0.12,3.0833729216152017,0.14489311163895488,0.1236472982021918,0.387308533916849,1.2731669846147335,0.193,3.113377192982456,0.19517543859649122,0.11271158021792062,0.0892964715238474,0.07300000000000001,3.3,59.0,27.1,24.4,0.6,0.86,0.791,72.0,163.46,502.26,14.0,10.0,4.0,0.7142857142857143,11.142857142857142,14.0,0.5
2022,Georgia,SEC,0.3589035571001747,0.5303176130895092,1.209900753464401,0.108,3.2129151291512916,0.1752767527675277,0.020442068368537448,0.35049288061336253,1.222969290286054,0.16,2.5756830601092897,0.1994535519125683,0.33846148873163723,0.17982473247614666,0.052000000000000005,35.3,1.0,37.2,3.7,1.7,0.683,0.63,3.0,318.34,989.76,15.0,15.0,0.0,1.0,26.8,15.0,0.5333333333333333
2022,Georgia Southern,Sun Belt,0.2503891256563746,0.4569672131147541,1.2654649987007633,0.149,3.0584022038567493,0.162534435261708,0.24927316482599074,0.45397489539748953,1.2546878438284883,0.131,3.580739299610895,0.1303501945525292,0.001115960830383872,0.0029923177172645476,-0.017999999999999988,-6.4,88.0,34.3,40.3,-0.4,0.695,0.403,110.0,115.78,414.14,13.0,6.0,7.0,0.46153846153846156,1.0769230769230769,13.0,0.5384615384615384
2022,Georgia State,Sun Belt,0.1636987391784849,0.40298507462686567,1.3259434328280424,0.17,3.148168498168498,0.16666666666666666,0.14452770977915066,0.4266984505363528,1.256249496459608,0.161,3.0532150776053215,0.17516629711751663,0.01917102939933424,-0.023713375909487133,-0.009000000000000008,-3.3,79.0,33.7,38.3,1.4,0.841,0.79,100.0,124.06,471.84,12.0,4.0,8.0,0.3333333333333333,-1.1666666666666667,12.0,0.5454545454545454
2022,Georgia Tech,ACC,0.02703855965236402,0.35591133004926107,1.2669481265167362,0.208,2.9031088082901553,0.21243523316062177,0.13721135234428208,0.4376443418013857,1.1721012046948371,0.164,3.2293617021276595,0.15106382978723404,-0.11017279269191807,-0.0817330117521246,-0.043999999999999984,-11.8,102.0,18.8,29.5,-1.1,0.629,0.407,54.0,184.81,715.48,12.0,5.0,7.0,0.4166666666666667,-11.25,12.0,0.5
2022,Hawai'i,Mountain West,0.07502997050519641,0.4,1.1856099577176,0.158,3.348684210526316,0.13157894736842105,0.29531630927546676,0.4642438452520516,1.2809609045095645,0.124,3.505781584582441,0.13062098501070663,-0.22028633877027035,-0.06424384525205157,-0.034,-24.7,128.0,15.8,39.4,-1.1,0.243,0.282,126.0,84.97,419.54,13.0,3.0,10.0,0.23076923076923078,-14.923076923076923,12.0,0.6666666666666666
2022,Houston,American Athletic,0.3137011600478198,0.470917225950783,1.30319750787127,0.151,3.34251968503937,0.16535433070866143,0.19981388245442885,0.425,1.3542708835421071,0.188,2.779294117647059,0.20470588235294118,0.11388727759339093,0.045917225950783014,0.037000000000000005,4.5,57.0,42.5,37.7,-0.3,0.77,0.834,50.0,187.64,629.12,13.0,8.0,5.0,0.6153846153846154,3.923076923076923,13.0,0.38461538461538464
2022,Illinois,Big Ten,0.13691186068894431,0.43675675675675674,1.0586587445318347,0.126,3.07852998065764,0.16054158607350097,-0.037709418881590795,0.32254047322540474,1.279927562518879,0.22,2.61041095890411,0.2219178082191781,0.1746212795705351,0.11421628353135199,0.094,15.9,17.0,20.6,5.5,0.8,0.55,0.694,46.0,192.59,631.46,13.0,8.0,5.0,0.6153846153846154,11.461538461538462,13.0,0.6153846153846154
2022,Indiana,Big Ten,0.06881828961055937,0.3710045662100457,1.1736860802613018,0.203,2.9341666666666666,0.16666666666666666,0.19096185474083602,0.4365426695842451,1.19862401212493,0.138,2.9252525252525254,0.1595959595959596,-0.12214356513027665,-0.06553810337419941,-0.065,-7.1,90.0,29.9,36.6,-0.4,0.245,0.377,26.0,219.8,680.74,12.0,4.0,8.0,0.3333333333333333,-10.666666666666666,12.0,0.3333333333333333
2022,Iowa,Big Ten,-0.019944170341112812,0.35324675324675325,1.1375237877985238,0.182,2.5002631578947367,0.21842105263157896,-0.042806559712885016,0.35650224215246634,0.9864356670032391,0.174,2.597752808988764,0.17752808988764046,0.022862389371772204,-0.0032554889057130887,-0.008000000000000007,12.7,26.0,16.0,5.1,1.7,0.919,0.648,30.0,215.05,681.98,13.0,8.0,5.0,0.6153846153846154,4.384615384615385,13.0,0.6153846153846154
2022,Iowa State,Big 12,0.08894527933505346,0.3909512761020882,1.2007045751727001,0.153,2.6113573407202217,0.19390581717451524,0.0913020811597735,0.403068340306834,1.0432527485729837,0.17,2.9158730158730157,0.2037037037037037,-0.002356801824720034,-0.012117064204745842,0.017000000000000015,5.3,53.0,17.7,10.6,-1.7,0.31,0.222,39.0,205.08,590.43,12.0,4.0,8.0,0.3333333333333333,-0.08333333333333333,12.0,0.4166666666666667
2022,James Madison,Sun Belt,0.18410055819441845,0.4491315136476427,1.210631015567012,0.159,3.113785557986871,0.1925601750547046,0.007023828595033152,0.2962406015037594,1.4637312427563467,0.243,2.1296178343949044,0.2643312101910828,0.1770767295993853,0.15289091214388328,0.08399999999999999,6.5,51.0,31.3,23.6,-1.2,,,156.0,21.94,104.24,11.0,8.0,3.0,0.7272727272727273,16.09090909090909,11.0,0.6363636363636364
2022,Kansas,Big 12,0.3350283872998745,0.45145631067961167,1.4458780595773675,0.133,3.277880184331797,0.16129032258064516,0.2726381221819325,0.4684052156469408,1.2045850794247481,0.118,3.4794063079777366,0.11688311688311688,0.06239026511794199,-0.016948904967329148,-0.015000000000000013,2.9,61.0,40.6,36.0,-1.7,0.727,0.722,116.0,106.28,574.29,13.0,6.0,7.0,0.46153846153846156,0.15384615384615385,13.0,0.5833333333333334
2022,Kansas State,Big 12,0.2320973229370398,0.42555438225976766,1.3259820418437585,0.121,3.225276752767528,0.16605166051660517,0.09709827979215015,0.3877118644067797,1.2579668668456532,0.145,3.1404395604395603,0.17142857142857143,0.13499904314488964,0.03784251785298798,0.023999999999999994,21.4,9.0,36.4,15.7,0.6,0.541,0.585,63.0,173.32,584.68,14.0,10.0,4.0,0.7142857142857143,10.428571428571429,14.0,0.6428571428571429
2022,Kent State,Mid-American,0.2050860889294433,0.44509345794392524,1.201413857801755,0.173,3.3526530612244896,0.1346938775510204,0.2163719323891736,0.4582392776523702,1.2066327097117566,0.142,3.034549356223176,0.16738197424892703,-0.0112858434597303,-0.013145819708444972,-0.031,-13.1,108.0,25.6,37.9,-0.7,0.458,0.49,90.0,136.64,386.94,12.0,5.0,7.0,0.4166666666666667,-0.5833333333333334,12.0,0.4166666666666667
2022,Kentucky,SEC,0.09988399350281565,0.3985239852398524,1.2419524303925358,0.18,3.0235011990407674,0.2158273381294964,0.0660616036351632,0.3695090439276486,1.2377826431713597,0.142,2.953381642512077,0.18840579710144928,0.03382238986765246,0.02901494131220378,-0.038000000000000006,13.0,25.0,23.2,9.9,-0.3,0.621,0.642,14.0,240.16,737.33,13.0,7.0,6.0,0.5384615384615384,1.1538461538461537,13.0,0.6153846153846154
2022,LSU,SEC,0.2813201344141205,0.5090361445783133,1.180468755967459,0.126,3.605307855626327,0.12314225053078556,0.11163604927690222,0.39358288770053473,1.266321085365991,0.148,2.863825363825364,0.1995841995841996,0.16968408513721828,0.11545325687777852,0.021999999999999992,16.2,14.0,34.2,17.6,-0.5,0.484,0.287,12.0,245.76,872.61,14.0,10.0,4.0,0.7142857142857143,12.0,14.0,0.5714285714285714
2022,Liberty,FBS Independents,0.13018658279759113,0.41301907968574636,1.278165186873884,0.194,3.1416851441241684,0.19068736141906872,0.07016194910121601,0.3624454148471616,1.3072662139414104,0.223,2.59661733615222,0.24101479915433405,0.06002463369637512,0.050573664838584775,0.028999999999999998,-1.5,73.0,24.1,25.4,-0.2,0.36,0.255,98.0,126.37,161.88,13.0,8.0,5.0,0.6153846153846154,2.923076923076923,13.0,0.46153846153846156
2022,Louisiana,Sun Belt,0.10628766917420297,0.4024663677130045,1.197740704870437,0.16,3.087759815242494,0.18244803695150116,0.15347338482627304,0.4052812858783008,1.2424812478757095,0.161,3.1547344110854505,0.15011547344110854,-0.04718571565207007,-0.0028149181652963318,0.0010000000000000009,2.0,64.0,21.7,20.3,0.7,0.363,0.28,111.0,115.71,458.15,13.0,6.0,7.0,0.46153846153846156,3.3076923076923075,13.0,0.5384615384615384
2022,Louisiana Tech,Conference USA,0.12273788750969218,0.38782816229116945,1.3971930658009077,0.214,2.691466666666667,0.192,0.24479150931129842,0.4382284382284382,1.3546413065550462,0.143,3.395670995670996,0.14285714285714285,-0.12205362180160624,-0.05040027593726876,-0.07100000000000001,-17.8,121.0,29.6,47.0,-0.4,0.322,0.269,88.0,140.27,473.76,12.0,3.0,9.0,0.25,-8.916666666666666,12.0,0.5
2022,Louisville,ACC,0.16022650859908788,0.40774487471526194,1.3294341603821307,0.15,3.090816326530612,0.20204081632653062,0.031200929242661646,0.39737470167064437,1.214354250381846,0.196,2.892147806004619,0.21709006928406466,0.12902557935642622,0.01037017304461757,0.04600000000000001,9.0,39.0,27.0,19.1,1.1,0.641,0.653,51.0,187.58,625.42,13.0,8.0,5.0,0.6153846153846154,7.769230769230769,13.0,0.6153846153846154
2022,Marshall,Sun Belt,0.08241675696502157,0.4191866527632951,1.1329725926984944,0.152,2.968849557522124,0.20353982300884957,-0.04304763103153701,0.30806257521058966,1.3366474208769419,0.189,2.5325396825396824,0.26455026455026454,0.12546438799655857,0.11112407755270542,0.037000000000000005,3.0,60.0,15.7,11.4,-1.3,0.506,0.408,57.0,176.47,455.3,13.0,9.0,4.0,0.6923076923076923,8.461538461538462,13.0,0.5384615384615384
2022,Maryland,Big Ten,0.20538722556157787,0.42168674698795183,1.2949447530957605,0.158,2.9853488372093024,0.1744186046511628,0.07608904715966462,0.3930885529157667,1.146103193725765,0.133,2.9360091743119265,0.1743119266055046,0.12929817840191327,0.028598194072185112,-0.024999999999999994,11.2,32.0,33.8,24.2,1.7,0.711,0.676,31.0,213.62,680.22,13.0,8.0,5.0,0.6153846153846154,5.0,13.0,0.5384615384615384
2022,Massachusetts,FBS Independents,-0.01937196678982558,0.32040050062578224,1.1090468470546335,0.184,2.830938123752495,0.1656686626746507,0.18230727754989565,0.4064602960969044,1.3550210763759427,0.18,3.2010893246187364,0.19607843137254902,-0.20167924433972123,-0.08605979547112219,-0.0040000000000000036,-30.3,131.0,7.5,36.4,-1.4,0.781,0.848,117.0,105.95,292.14,12.0,1.0,11.0,0.08333333333333333,-18.583333333333332,12.0,0.4166666666666667
2022,Memphis,American Athletic,0.1967897041107217,0.45291005291005293,1.1890339560274659,0.156,2.9954545454545456,0.18831168831168832,0.13301535764309566,0.42075892857142855,1.2017633222622068,0.138,2.8521028037383176,0.17523364485981308,0.06377434646762603,0.03215112433862438,-0.017999999999999988,6.8,49.0,37.0,31.8,1.7,0.753,0.797,58.0,176.39,533.26,13.0,7.0,6.0,0.5384615384615384,9.307692307692308,13.0,0.5384615384615384
2022,Miami,ACC,0.13793011719095627,0.453416149068323,1.1156008273205409,0.174,3.1698369565217392,0.1766304347826087,0.1451870921750213,0.4166666666666667,1.282875082614682,0.211,2.9167525773195875,0.1958762886597938,-0.007256974984065023,0.03674948240165632,0.037000000000000005,-2.7,76.0,24.4,28.9,1.7,0.678,0.589,16.0,235.03,854.72,12.0,5.0,7.0,0.4166666666666667,-3.1666666666666665,12.0,0.16666666666666666
2022,Miami (OH),Mid-American,0.08820558018609582,0.37103448275862067,1.2873186913312211,0.179,2.9162025316455695,0.19746835443037974,0.14231536260558275,0.4148148148148148,1.2167980448107676,0.173,2.8803713527851458,0.15649867374005305,-0.054109782419486926,-0.04378033205619414,-0.006000000000000005,-12.7,104.0,8.6,22.1,0.7,0.655,0.737,77.0,152.97,397.26,13.0,6.0,7.0,0.46153846153846156,-2.3846153846153846,13.0,0.46153846153846156
2022,Michigan,Big Ten,0.2777812945929461,0.5025746652935118,1.2044352448909803,0.117,3.229982964224872,0.15843270868824533,0.030513089588508097,0.3621867881548975,1.1767326931775945,0.162,2.6557291666666667,0.16927083333333334,0.247268205004438,0.14038787713861428,0.045,32.0,2.0,38.0,7.6,1.6,0.78,0.741,9.0,262.13,847.24,14.0,13.0,1.0,0.9285714285714286,24.357142857142858,14.0,0.5714285714285714
2022,Michigan State,Big Ten,0.1394488709323528,0.407503234152652,1.2616053888431582,0.163,2.7596541786743516,0.20461095100864554,0.21426614011935952,0.4497663551401869,1.2042167686693146,0.148,3.0573839662447257,0.17932489451476794,-0.07481726918700671,-0.04226312098753493,-0.015000000000000013,1.2,67.0,31.9,29.7,-1.0,0.711,0.644,24.0,221.83,693.91,12.0,5.0,7.0,0.4166666666666667,-3.0,12.0,0.5
